Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
12-Oct-23,EQ,"3,490.00","3,534.95","3,476.45","3,486.60","3,500.00","3,494.20","3,508.20","3,889.65","2,836.00","6,44,992","2,26,27,60,656.25","45,346"
13-Oct-23,EQ,"3,481.00","3,500.00","3,441.00","3,494.20","3,474.00","3,476.40","3,469.75","3,889.65","2,836.00","2,80,442","97,30,64,356.85","25,031"
16-Oct-23,EQ,"3,462.10","3,503.00","3,462.10","3,476.40","3,476.55","3,486.60","3,490.69","3,889.65","2,836.00","1,47,663","51,54,46,311.55","19,126"
17-Oct-23,EQ,"3,505.00","3,522.80","3,487.00","3,486.60","3,503.35","3,500.85","3,501.41","3,889.65","2,836.00","2,60,333","91,15,33,396.00","31,354"
18-Oct-23,EQ,"3,500.85","3,546.85","3,482.10","3,500.85","3,490.00","3,496.10","3,511.13","3,889.65","2,836.00","3,68,551","1,29,40,29,291.45","34,610"
19-Oct-23,EQ,"3,480.00","3,534.00","3,460.35","3,496.10","3,492.00","3,501.20","3,498.40","3,889.65","2,836.00","3,53,664","1,23,72,56,959.85","52,950"
20-Oct-23,EQ,"3,500.00","3,500.15","3,465.60","3,501.20","3,470.50","3,480.90","3,487.68","3,889.65","2,836.00","2,16,268","75,42,73,906.70","27,409"
23-Oct-23,EQ,"3,467.10","3,492.90","3,425.85","3,480.90","3,438.90","3,446.35","3,462.06","3,889.65","2,836.00","2,11,293","73,15,09,085.75","25,500"
25-Oct-23,EQ,"3,435.10","3,446.25","3,368.80","3,446.35","3,386.50","3,384.40","3,410.40","3,889.65","2,836.00","3,54,128","1,20,77,18,626.20","41,497"
26-Oct-23,EQ,"3,370.00","3,375.00","3,310.00","3,384.40","3,325.00","3,326.80","3,333.38","3,889.65","2,836.00","4,28,619","1,42,87,48,789.25","57,548"
27-Oct-23,EQ,"3,326.80","3,410.00","3,326.80","3,326.80","3,402.70","3,394.85","3,378.97","3,889.65","2,836.00","2,93,097","99,03,66,798.65","33,226"
30-Oct-23,EQ,"3,403.00","3,426.00","3,336.20","3,394.85","3,350.00","3,357.65","3,357.66","3,889.65","2,836.00","2,57,392","86,42,35,189.15","25,635"
31-Oct-23,EQ,"3,366.55","3,367.00","3,287.20","3,357.65","3,296.00","3,295.55","3,319.11","3,889.65","2,836.00","4,09,346","1,35,86,63,070.35","38,817"
1-Nov-23,EQ,"3,309.80","3,315.10","3,275.00","3,295.55","3,275.80","3,282.25","3,298.06","3,889.65","2,836.00","3,25,630","1,07,39,46,654.30","47,622"
2-Nov-23,EQ,"3,285.00","3,345.00","3,284.20","3,282.25","3,339.90","3,338.30","3,320.49","3,889.65","2,836.00","4,93,381","1,63,82,66,200.40","54,625"
3-Nov-23,EQ,"3,360.00","3,458.15","3,353.00","3,338.30","3,426.00","3,428.00","3,417.53","3,889.65","2,836.00","5,68,463","1,94,27,37,808.95","45,013"
6-Nov-23,EQ,"3,454.90","3,543.45","3,437.45","3,428.00","3,517.85","3,510.95","3,513.58","3,791.95","2,836.00","7,22,080","2,53,70,87,870.10","67,579"
7-Nov-23,EQ,"3,480.10","3,538.95","3,480.10","3,510.95","3,515.00","3,509.05","3,515.64","3,791.95","2,836.00","3,35,436","1,17,92,71,126.20","41,899"
8-Nov-23,EQ,"3,510.00","3,565.00","3,505.85","3,509.05","3,550.00","3,550.30","3,542.71","3,791.95","2,836.00","3,93,482","1,39,39,92,675.65","58,295"
9-Nov-23,EQ,"3,545.30","3,596.40","3,526.10","3,550.30","3,548.00","3,541.90","3,563.51","3,791.95","2,836.00","5,38,782","1,91,99,56,657.00","65,132"
10-Nov-23,EQ,"3,540.00","3,565.00","3,502.10","3,541.90","3,547.00","3,540.75","3,530.00","3,791.95","2,836.00","2,59,237","91,51,07,367.45","29,667"
12-Nov-23,EQ,"3,590.00","3,611.55","3,570.00","3,540.75","3,575.30","3,579.30","3,581.58","3,791.95","2,836.00","1,13,586","40,68,16,872.85","9,190"
13-Nov-23,EQ,"3,590.00","3,675.00","3,586.00","3,579.30","3,639.75","3,645.40","3,651.99","3,748.00","2,836.00","8,75,885","3,19,87,21,489.50","63,431"
15-Nov-23,EQ,"3,689.00","3,860.00","3,672.10","3,645.40","3,840.00","3,848.30","3,795.37","3,860.00","2,836.00","19,14,550","7,26,64,29,086.00","1,31,131"
16-Nov-23,EQ,"3,848.05","3,873.00","3,813.15","3,848.30","3,835.00","3,836.75","3,839.84","3,873.00","2,836.00","7,55,583","2,90,13,17,786.80","90,912"
17-Nov-23,EQ,"3,824.90","3,898.00","3,816.90","3,836.75","3,859.10","3,865.30","3,870.03","3,898.00","2,836.00","4,76,357","1,84,35,16,119.50","46,649"
20-Nov-23,EQ,"3,850.55","3,898.90","3,824.00","3,865.30","3,836.95","3,846.45","3,856.19","3,898.90","2,836.00","2,49,897","96,36,51,212.60","33,514"
21-Nov-23,EQ,"3,865.00","3,865.60","3,826.05","3,846.45","3,835.00","3,844.20","3,846.60","3,898.90","2,836.00","2,60,475","1,00,19,43,865.90","34,379"
22-Nov-23,EQ,"3,830.10","3,854.40","3,805.00","3,844.20","3,834.00","3,833.80","3,830.46","3,898.90","2,836.00","2,86,194","1,09,62,54,606.35","29,196"
23-Nov-23,EQ,"3,836.55","3,915.00","3,833.00","3,833.80","3,875.00","3,883.80","3,891.94","3,915.00","2,836.00","7,64,501","2,97,53,95,501.50","63,749"
24-Nov-23,EQ,"3,895.70","3,920.00","3,842.05","3,883.80","3,846.00","3,849.05","3,863.50","3,920.00","2,836.00","2,66,314","1,02,89,03,592.75","31,201"
28-Nov-23,EQ,"3,855.95","3,892.15","3,777.75","3,849.05","3,840.00","3,826.70","3,822.38","3,920.00","2,836.00","5,05,274","1,93,13,47,671.20","46,615"
29-Nov-23,EQ,"3,852.00","3,852.00","3,791.00","3,826.70","3,810.00","3,812.25","3,818.62","3,920.00","2,836.00","4,14,180","1,58,15,96,152.45","40,160"
30-Nov-23,EQ,"3,857.95","3,920.00","3,828.05","3,812.25","3,885.00","3,896.90","3,886.22","3,920.00","2,836.00","13,38,711","5,20,25,26,724.55","93,524"
1-Dec-23,EQ,"3,922.00","3,950.00","3,882.05","3,896.90","3,892.85","3,891.20","3,918.18","3,950.00","2,836.00","6,83,211","2,67,69,44,058.95","59,320"
4-Dec-23,EQ,"3,950.00","4,200.00","3,916.00","3,891.20","4,181.00","4,180.35","4,087.05","4,200.00","2,836.00","28,24,695","11,54,46,65,132.45","1,63,418"
5-Dec-23,EQ,"4,181.00","4,195.25","4,100.00","4,180.35","4,140.00","4,136.50","4,147.48","4,200.00","2,836.00","10,45,885","4,33,77,91,576.00","79,570"
6-Dec-23,EQ,"4,088.05","4,127.95","4,025.00","4,136.50","4,049.75","4,047.00","4,065.24","4,200.00","2,836.00","9,41,566","3,82,76,89,522.00","74,212"
7-Dec-23,EQ,"4,050.00","4,135.00","4,048.00","4,047.00","4,097.40","4,091.00","4,088.61","4,200.00","2,836.00","6,99,553","2,86,02,00,548.80","66,667"
8-Dec-23,EQ,"4,100.00","4,112.40","4,028.80","4,091.00","4,047.30","4,055.00","4,059.34","4,200.00","2,836.00","3,34,252","1,35,68,42,351.70","28,785"
11-Dec-23,EQ,"4,055.00","4,068.90","4,010.00","4,055.00","4,012.00","4,025.65","4,039.08","4,200.00","2,836.00","5,34,584","2,15,92,29,681.70","39,054"
12-Dec-23,EQ,"4,047.45","4,047.45","3,936.15","4,025.65","3,959.85","3,951.75","3,969.46","4,200.00","2,836.00","9,81,121","3,89,45,24,955.35","60,887"
13-Dec-23,EQ,"3,969.00","4,044.95","3,957.95","3,951.75","4,036.00","4,032.75","4,004.49","4,200.00","2,836.00","7,07,209","2,83,20,13,377.95","57,300"
14-Dec-23,EQ,"4,058.00","4,100.00","4,045.00","4,032.75","4,080.00","4,086.15","4,078.98","4,200.00","2,836.00","9,22,658","3,76,35,06,841.05","87,374"
15-Dec-23,EQ,"4,099.70","4,135.30","4,045.00","4,086.15","4,060.00","4,059.90","4,072.04","4,200.00","2,836.00","9,54,933","3,88,85,26,142.25","68,632"
18-Dec-23,EQ,"4,076.00","4,165.00","4,068.50","4,059.90","4,071.95","4,085.50","4,114.38","4,200.00","2,836.00","8,86,620","3,64,78,92,649.00","53,342"
19-Dec-23,EQ,"4,094.80","4,109.55","4,022.40","4,085.50","4,048.80","4,039.65","4,045.43","4,200.00","2,836.00","3,28,368","1,32,83,91,342.95","38,640"
20-Dec-23,EQ,"4,074.75","4,132.45","3,891.70","4,039.65","3,905.00","3,912.40","4,029.63","4,200.00","2,836.00","5,57,214","2,24,53,64,079.10","56,864"
21-Dec-23,EQ,"3,900.00","4,007.90","3,847.55","3,912.40","3,963.85","3,957.95","3,944.46","4,200.00","2,836.00","4,45,648","1,75,78,41,172.50","59,359"
22-Dec-23,EQ,"3,983.00","4,016.95","3,948.20","3,957.95","4,002.00","4,006.05","3,985.61","4,200.00","2,836.00","3,09,907","1,23,51,69,504.70","44,510"
26-Dec-23,EQ,"4,024.80","4,069.65","4,012.00","4,006.05","4,040.00","4,040.40","4,046.41","4,200.00","2,836.00","4,75,107","1,92,24,76,596.95","41,985"
27-Dec-23,EQ,"4,068.00","4,134.95","4,042.10","4,040.40","4,101.20","4,120.00","4,080.71","4,200.00","2,836.00","3,85,941","1,57,49,14,140.55","55,793"
28-Dec-23,EQ,"4,120.00","4,130.00","4,080.90","4,120.00","4,095.70","4,091.90","4,098.37","4,200.00","2,836.00","4,50,475","1,84,62,12,353.95","51,992"
29-Dec-23,EQ,"4,099.95","4,178.00","4,094.00","4,091.90","4,132.00","4,143.50","4,127.17","4,200.00","2,836.00","6,73,952","2,78,15,15,084.85","73,437"
1-Jan-24,EQ,"4,145.00","4,145.00","4,030.00","4,143.50","4,035.00","4,038.35","4,060.34","4,200.00","2,836.00","7,63,454","3,09,98,83,270.05","65,959"
2-Jan-24,EQ,"4,010.10","4,010.75","3,882.35","4,038.35","3,894.00","3,892.50","3,921.33","4,200.00","2,836.00","12,21,148","4,78,85,22,572.15","1,07,350"
3-Jan-24,EQ,"3,894.05","3,928.95","3,878.45","3,892.50","3,886.00","3,887.60","3,897.13","4,200.00","2,836.00","4,35,449","1,69,70,01,222.50","51,289"
4-Jan-24,EQ,"3,887.50","3,915.00","3,848.50","3,887.60","3,858.95","3,861.00","3,864.83","4,200.00","2,836.00","4,25,702","1,64,52,65,115.15","56,191"
5-Jan-24,EQ,"3,864.05","3,918.70","3,860.00","3,861.00","3,875.00","3,877.05","3,892.72","4,200.00","2,836.00","4,02,103","1,56,52,72,551.40","43,449"
8-Jan-24,EQ,"3,890.00","3,960.40","3,877.50","3,877.05","3,887.80","3,884.25","3,910.69","4,200.00","2,836.00","4,01,263","1,56,92,16,581.45","41,991"
9-Jan-24,EQ,"3,909.25","3,923.95","3,850.60","3,884.25","3,870.60","3,870.45","3,880.79","4,200.00","2,836.00","4,11,462","1,59,67,96,541.25","47,824"
10-Jan-24,EQ,"3,870.45","3,873.00","3,790.65","3,870.45","3,845.00","3,842.55","3,824.04","4,200.00","2,836.00","5,77,499","2,20,83,78,352.00","49,261"
11-Jan-24,EQ,"3,868.80","3,924.70","3,852.45","3,842.55","3,888.75","3,888.80","3,898.60","4,200.00","2,836.00","3,78,237","1,47,45,94,266.95","42,619"
12-Jan-24,EQ,"3,890.20","3,899.00","3,850.00","3,888.80","3,870.45","3,870.85","3,869.57","4,200.00","2,836.00","2,20,410","85,28,90,915.75","32,505"
15-Jan-24,EQ,"3,875.00","3,884.65","3,811.00","3,870.85","3,826.00","3,832.10","3,831.64","4,200.00","2,836.00","3,64,325","1,39,59,62,187.55","43,978"
16-Jan-24,EQ,"3,790.00","3,828.10","3,741.50","3,832.10","3,795.00","3,792.30","3,789.06","4,200.00","2,836.00","5,19,197","1,96,72,68,702.60","59,571"
17-Jan-24,EQ,"3,731.00","3,772.00","3,720.00","3,792.30","3,746.25","3,751.10","3,753.56","4,200.00","2,836.00","5,85,284","2,19,68,97,392.45","53,650"
18-Jan-24,EQ,"3,751.10","3,761.55","3,661.00","3,751.10","3,685.00","3,691.15","3,701.83","4,200.00","2,836.00","5,83,931","2,16,16,11,237.95","79,649"
19-Jan-24,EQ,"3,700.00","3,787.85","3,658.00","3,691.15","3,705.95","3,699.45","3,715.06","4,200.00","2,836.00","8,94,473","3,32,30,21,563.05","85,919"
20-Jan-24,EQ,"3,709.90","3,737.90","3,675.10","3,699.45","3,700.00","3,697.60","3,705.72","4,200.00","2,836.00","1,22,046","45,22,67,893.45","16,904"
23-Jan-24,EQ,"3,702.05","3,744.00","3,606.05","3,697.60","3,618.40","3,616.70","3,672.91","4,200.00","2,836.00","8,23,427","3,02,43,70,610.50","71,531"
24-Jan-24,EQ,"3,629.00","3,648.95","3,562.45","3,616.70","3,640.00","3,635.00","3,597.04","4,200.00","2,836.00","13,18,897","4,74,41,28,476.60","72,066"
25-Jan-24,EQ,"3,680.00","3,680.00","3,597.05","3,635.00","3,619.30","3,616.45","3,615.59","4,200.00","2,836.00","6,99,432","2,52,88,60,343.90","56,670"
29-Jan-24,EQ,"3,621.10","3,681.00","3,590.05","3,616.45","3,666.00","3,669.05","3,657.10","4,200.00","2,836.00","9,36,432","3,42,46,24,140.85","43,433"
30-Jan-24,EQ,"3,675.00","3,729.90","3,673.90","3,669.05","3,707.75","3,704.75","3,701.04","4,200.00","2,836.00","6,12,064","2,26,52,71,356.45","39,712"
31-Jan-24,EQ,"3,716.00","3,852.15","3,701.10","3,704.75","3,841.35","3,839.60","3,802.62","4,200.00","2,836.00","7,59,817","2,88,92,95,734.30","73,482"
1-Feb-24,EQ,"3,843.00","3,965.85","3,843.00","3,839.60","3,920.45","3,933.20","3,918.07","4,200.00","2,836.00","13,13,981","5,14,82,70,174.75","1,15,060"
2-Feb-24,EQ,"3,900.00","3,900.00","3,811.25","3,933.20","3,835.00","3,825.55","3,847.61","4,200.00","2,836.00","8,72,011","3,35,51,62,051.05","81,485"
5-Feb-24,EQ,"3,850.00","3,918.40","3,837.00","3,825.55","3,879.65","3,889.95","3,888.60","4,200.00","2,836.00","5,92,181","2,30,27,52,234.85","59,181"
